responses	Labels
My weight has been stable, and I haven’t noticed any changes in appetite.	0
I haven’t noticed any significant changes in my weight.	0
No changes in weight, and my appetite feels normal.	0
I’ve been maintaining my weight, no noticeable changes in appetite.	0
Everything feels normal, no changes in appetite or weight.	0
My appetite has been normal, and I haven’t noticed any weight changes.	0
I feel like my weight is stable, and I’m eating normally.	0
I’ve been eating well, and my weight feels stable.	0
I haven’t noticed any fluctuations in my weight.	0
My appetite feels consistent, and I haven’t seen any changes in my weight.	0
I feel good about my eating habits, no changes in weight.	0
I’ve been maintaining my weight, no significant changes.	0
My weight has stayed the same, and my appetite feels normal.	0
I feel like my body has been consistent, no changes in weight.	0
I haven’t noticed any significant changes in my appetite.	0
No changes in my weight, and I’m eating well.	0
My eating habits have stayed the same, no changes in weight.	0
I haven’t noticed any changes in my body, everything feels normal.	0
No noticeable changes in weight, and I feel good.	0
I’ve been eating normally, and my weight is stable.	0
I haven’t seen any changes in my weight or appetite.	0
No major changes in my appetite or weight, I feel good.	0
I feel like my weight is steady, and my appetite is normal.	0
My eating habits feel consistent, no changes in weight or appetite.	0
I haven’t noticed any changes in my weight recently.	0
Everything feels normal with my appetite and weight.	0
I’ve been able to maintain my weight, no changes in appetite.	0
I feel good physically, and my weight hasn’t changed.	0
I haven’t noticed any changes in my body, everything feels stable.	0
My appetite has been normal, and my weight hasn’t changed.	0
No noticeable changes in weight or appetite, I feel fine.	0
My weight has been steady, and I haven’t noticed any changes in my eating habits.	0
Everything feels stable, no major changes in weight.	0
I haven’t seen any changes in my appetite, and my weight is the same.	0
My weight has been the same, and I haven’t noticed any changes in my appetite.	0
No noticeable changes in my weight or appetite, everything feels stable.	0
I feel like my appetite has been normal, no major changes.	0
I haven’t seen any changes in my weight or eating habits recently.	0
My weight feels stable, and I haven’t noticed any fluctuations.	0
I feel good physically, and my weight has stayed the same.	0
I’ve been able to maintain my weight, no major changes.	0
My appetite has been normal, and my weight feels stable.	0
Everything feels consistent, no noticeable changes in weight.	0
I haven’t noticed any changes in my body or weight.	0
My eating habits feel normal, and I haven’t seen any weight changes.	0
I feel like my weight has been the same, no changes in appetite.	0
No major changes in weight or appetite, everything feels stable.	0
I haven’t seen any changes in my weight recently.	0
Everything feels the same with my appetite and weight.	0
I feel good physically, and my weight has been consistent.	0
I haven’t noticed any changes in my weight or appetite.	0
No significant changes in my eating habits or weight.	0
My weight has stayed the same, and I’m eating well.	0
Everything feels normal, no changes in appetite or weight.	0
I haven’t seen any changes in my weight or appetite.	0
No noticeable changes in weight, everything feels normal.	0
My eating habits haven’t changed, and my weight is the same.	0
I feel like my weight has stayed the same, no changes in appetite.	0
Everything feels stable, no changes in weight.	0
I haven’t noticed any fluctuations in my appetite or weight.	0
I feel good physically, and my weight hasn’t changed.	0
No noticeable changes in weight or appetite, everything feels stable.	0
My weight has been consistent, and I feel good.	0
I haven’t seen any changes in my appetite, and my weight is the same.	0
I’ve been maintaining my weight, no noticeable changes in appetite.	0
Everything feels normal, no changes in weight or appetite.	0
I haven’t seen any changes in my weight recently.	0
No noticeable changes in appetite, everything feels normal.	0
My weight has stayed the same, and I’m eating regularly.	0
I haven’t noticed any significant changes in my weight.	0
Everything feels stable, no major changes in weight or appetite.	0
My eating habits haven’t changed, and my weight has stayed the same.	0
I feel like my weight has been stable, no changes in appetite.	0
I haven’t noticed any changes in my weight recently.	0
Everything feels normal, no changes in appetite or weight.	0
I feel good physically, no noticeable changes in weight.	0
No changes in my weight, and my appetite feels normal.	0
I haven’t seen any changes in my eating habits or weight.	0
Everything feels stable, no noticeable changes in appetite.	0
My weight has stayed the same, and I feel good physically.	0
I haven’t noticed any changes in my appetite or weight.	0
My weight feels stable, and I haven’t seen any major changes.	0
Everything feels normal, no significant changes in weight.	0
I haven’t noticed any fluctuations in my appetite or weight.	0
My eating habits have stayed the same, no changes in weight.	0
No major changes in appetite, and my weight feels stable.	0
I feel like my weight has been consistent, no changes.	0
Everything feels normal, no significant changes in weight or appetite.	0
I haven’t noticed any changes in my weight or appetite recently.	0
My weight has stayed the same, and I’m eating well.	0
No noticeable changes in weight, everything feels normal.	0
I feel good physically, and my weight hasn’t changed.	0
I haven’t seen any changes in my appetite, and my weight is stable.	0
Everything feels normal, no significant changes in weight or appetite.	0
I feel like my weight has been steady, no changes.	0
No changes in my weight or appetite, everything feels stable.	0
I haven’t seen any changes in my body recently.	0
My appetite has been normal, and my weight is the same.	0
Everything feels stable, no noticeable changes in weight.	0
My weight has been consistent, and I feel good physically.	0
No changes in appetite or weight, everything feels normal.	0
I feel like my weight has stayed the same, no changes.	0
I haven’t noticed any fluctuations in my appetite or weight.	0
Everything feels stable, no significant changes in weight.	0
I haven’t seen any changes in my eating habits or weight.	0
My weight has stayed the same, and I haven’t noticed any changes in appetite.	0
Everything feels normal, no significant changes in weight or appetite.	0
I feel like my weight is stable, no noticeable changes.	0
I haven’t seen any changes in my weight or appetite recently.	0
My weight has stayed the same, and I feel good physically.	0
Everything feels normal, no significant changes in weight.	0
I haven’t noticed any fluctuations in my appetite or weight.	0
I feel good physically, and my weight hasn’t changed.	0
My appetite has been normal, and I haven’t noticed any changes in weight.	0
Everything feels stable, no noticeable changes in weight.	0
I feel like my weight has been consistent, no changes in appetite.	0
I haven’t seen any changes in my eating habits or weight.	0
Everything feels normal, no significant changes in weight or appetite.	0
My weight has stayed the same, and I haven’t noticed any changes in appetite.	0
No major changes in weight, everything feels normal.	0
I feel like my appetite has been steady, no changes in weight.	0
I haven’t noticed any fluctuations in my appetite or weight recently.	0
My weight has been consistent, and I haven’t noticed any changes.	0
Everything feels stable, no noticeable changes in appetite.	0
My weight has stayed the same, and I haven’t seen any changes in appetite.	0
I feel like my eating habits have been the same, no changes in weight.	0
I haven’t noticed any fluctuations in my weight or appetite recently.	0
Everything feels stable, no significant changes in appetite or weight.	0
My weight has stayed the same, and I haven’t noticed any changes in appetite.	0
I feel good, my eating habits haven’t changed, and my weight is stable.	0
There haven’t been any noticeable changes in my appetite or weight recently.	0
I’ve been eating normally, and my weight hasn’t changed.	0
I feel like my weight is steady, no noticeable changes.	0
I haven’t seen any changes in my body or appetite lately.	0
Everything feels the same with my weight and appetite, no big changes.	0
No major changes in my weight or appetite, I feel good.	0
I feel like I’ve been eating the same, no changes in weight.	0
No fluctuations in my weight or appetite recently.	0
My weight has stayed consistent, and my appetite feels normal.	0
I haven’t noticed any changes in my appetite or body weight.	0
I feel good physically, and my weight hasn’t fluctuated.	0
There haven’t been any significant changes in my eating habits or weight.	0
My weight has remained steady, and my appetite feels fine.	0
Everything feels normal with my body and appetite.	0
I haven’t seen any changes in my weight, and I’m eating regularly.	0
No noticeable changes in weight or appetite, everything feels stable.	0
I’ve been eating well, and my weight hasn’t changed much.	0
I feel like my appetite has been steady, no significant changes in weight.	0
My weight has stayed the same, and I haven’t noticed any fluctuations in appetite.	0
No major changes in my body or eating habits recently.	0
I feel like my weight is consistent, and my appetite feels normal.	0
Everything feels stable, no noticeable changes in my weight or appetite.	0
My eating habits have stayed the same, and my weight hasn’t changed.	0
I haven’t noticed any changes in my weight or appetite lately.	0
My weight has stayed the same, and I feel good physically.	0
Everything feels normal, no significant changes in my body.	0
I haven’t seen any fluctuations in my appetite or weight recently.	0
My weight feels stable, and I haven’t noticed any major changes.	0
No major changes in my weight, and my appetite feels normal.	0
I feel like my body has been consistent, no noticeable changes in weight.	0
Everything feels normal, no significant changes in my appetite or weight.	0
I haven’t noticed any fluctuations in my weight recently.	0
My weight has been stable, and I feel good physically.	0
I haven’t seen any changes in my weight or eating habits recently.	0
Everything feels normal with my body, no changes in weight or appetite.	0
My appetite has been the same, and I haven’t noticed any weight changes.	0
I feel good physically, and I haven’t noticed any changes in my weight.	0
No major changes in weight, everything feels stable.	0
I haven’t noticed any changes in my appetite or weight recently.	0
My weight has been steady, and I feel fine physically.	0
No noticeable changes in my appetite, and my weight feels stable.	0
I’ve been able to maintain my weight, no significant changes.	0
I feel like my weight is steady, no changes in appetite.	0
No fluctuations in weight, everything feels normal.	0
I haven’t noticed any changes in my weight recently.	0
Everything feels stable, and I haven’t seen any changes in my appetite.	0
My weight has been consistent, and my appetite feels fine.	0
I haven’t noticed any changes in my body, everything feels normal.	0
My appetite has stayed the same, and I haven’t noticed any weight changes.	0
No significant changes in my weight or appetite, everything feels stable.	0
I’ve been eating regularly, and my weight has been stable.	0
I feel good physically, and my weight hasn’t fluctuated.	0
No noticeable changes in appetite or weight, everything feels normal.	0
I haven’t noticed any changes in my weight or appetite lately.	0
My weight has stayed the same, and my appetite is normal.	0
Everything feels consistent, no significant changes in weight or appetite.	0
I haven’t seen any changes in my eating habits or weight.	0
No noticeable changes in weight or appetite, everything feels fine.	0
My weight has been stable, and I haven’t noticed any fluctuations in appetite.	0
I feel like my body is consistent, no noticeable changes in weight.	0
Everything feels normal, no major changes in appetite or weight.	0
I haven’t noticed any changes in my appetite or body weight recently.	0
No noticeable changes in my weight, everything feels stable.	0
My weight has stayed the same, and my eating habits haven’t changed.	0
Everything feels normal, no noticeable changes in weight.	0
I feel good physically, no changes in my weight or appetite.	0
I haven’t seen any changes in my weight recently.	0
My appetite has stayed the same, and I haven’t noticed any weight changes.	0
Everything feels stable, no major changes in weight or appetite.	0
I feel like my weight has been consistent, no significant changes.	0
No changes in my weight or appetite, everything feels normal.	0
I haven’t noticed any fluctuations in my weight recently.	0
My weight has been stable, and my appetite feels normal.	0
No major changes in my eating habits or weight recently.	0
I feel good physically, and my weight hasn’t changed.	0
No fluctuations in my weight, and my appetite feels the same.	0
I haven’t noticed any changes in my body or appetite recently.	0
Everything feels stable, no significant changes in weight.	0
My appetite has been the same, and my weight hasn’t fluctuated.	0
I feel like my weight has stayed the same, no noticeable changes.	0
I haven’t noticed any changes in my appetite or weight recently.	0
No noticeable changes in weight or appetite, everything feels normal.	0
My weight has been consistent, and I haven’t seen any changes in my eating habits.	0
I haven’t noticed any fluctuations in my appetite or weight recently.	0
Everything feels stable, no significant changes in weight.	0
I feel like my appetite has been steady, no noticeable changes in weight.	0
No major changes in my weight or appetite, everything feels fine.	0
I haven’t seen any changes in my body, everything feels the same.	0
My weight has stayed the same, and I feel good physically.	0
Everything feels normal, no noticeable changes in appetite.	0
I haven’t noticed any changes in my eating habits or weight recently.	0
My weight has been stable, and I feel good physically.	0
No noticeable changes in weight or appetite, everything feels fine.	0
I feel like my appetite has been consistent, no significant changes in weight.	0
