responses	Labels
My sleep is solid, no interruptions.	0
My sleep remains consistent, no differences.	0
I sleep a healthy number of hours every night.	0
I haven’t noticed any differences in my sleep.	0
My sleep hasn’t changed at all, still steady.	0
I’m sleeping fine, no issues to report.	0
My sleep schedule remains the same, no variations.	0
I haven’t had any problems with my sleep.	0
I sleep through the night without waking up.	0
My sleep is still the same, no differences.	0
I haven’t experienced any changes in my sleep routine.	0
My sleep schedule is as consistent as ever.	0
I’m sleeping the same amount, no changes.	0
My sleep hasn’t been affected at all.	0
I’ve had no issues with my sleep, it’s steady.	0
My sleep remains stable without any changes.	0
I sleep well and haven’t noticed any differences.	0
My sleep routine hasn’t changed, still good.	0
My sleep is just as good as it’s always been.	0
I sleep a consistent number of hours, no problems.	0
My sleep schedule is unchanged, I feel fine.	0
I sleep through the night without waking up.	0
My sleep hasn’t been interrupted.	0
I feel well-rested, no changes in sleep.	0
My sleep schedule has been very stable.	0
I’m sleeping as I always have, no differences.	0
I sleep fine, no disturbances.	0
My sleep remains consistent, no interruptions.	0
I haven’t experienced any trouble with my sleep.	0
My sleep quality is still the same, no issues.	0
My sleep is steady and regular, no changes.	0
I feel rested and my sleep schedule is normal.	0
My sleep cycle is still consistent.	0
I haven’t noticed any problems with my sleep.	0
I sleep fine every night without any changes.	0
My sleep remains stable, no fluctuations.	0
I haven’t noticed any changes in how I sleep.	0
My sleep habits are as stable as before.	0
I’m sleeping just fine, no disturbances.	0
I sleep at regular times without any problems.	0
My sleep hasn’t changed, I feel rested.	0
My sleep schedule remains unchanged.	0
I’ve had no trouble with my sleep, it’s regular.	0
My sleep hasn’t been affected, it’s still the same.	0
I sleep through the night, no problems.	0
My sleep remains unchanged, no variations.	0
I feel fine and my sleep is consistent.	0
I haven’t experienced any issues with my sleep.	0
I sleep the same way every night.	0
My sleep is good, no changes to report.	0
My sleep is unchanged, no differences.	0
I haven’t noticed any changes in my sleep cycle.	0
I’m getting the same amount of sleep as before.	0
My sleep routine remains the same, no problems.	0
I’m sleeping just fine, no disturbances.	0
My sleep hasn’t changed, I still feel rested.	0
I feel well-rested and my sleep remains consistent.	0
My sleep cycle is the same as it’s always been.	0
I sleep a regular amount of hours, no issues.	0
My sleep remains steady, no changes.	0
My sleep habits are consistent, no variations.	0
I find it hard to fall asleep and stay asleep.	1
I wake up feeling tired, even after a full night's sleep.	1
I feel like I can't sleep properly anymore.	1
I keep tossing and turning at night.	1
I’ve been waking up in the middle of the night and can't get back to sleep.	1
I sleep a lot but still feel drained.	1
I’ve noticed I can’t fall asleep as easily as I used to.	1
I wake up too early and can’t go back to sleep.	1
I often have nightmares that disrupt my sleep.	1
I sleep for long hours but don’t feel rested.	1
I’m struggling with insomnia lately.	1
I feel tired all day, but I can’t seem to sleep at night.	1
I have a hard time getting out of bed in the morning.	1
My sleep has become very irregular.	1
I wake up several times during the night.	1
I can’t remember the last time I had a good night's sleep.	1
I feel restless at night and can’t find comfort.	1
My sleep schedule is all messed up.	1
I’m always tired, no matter how much I sleep.	1
I sleep a lot, but I don’t feel refreshed.	1
I feel like I sleep too much, yet I’m still exhausted.	1
I struggle to stay asleep and often wake up.	1
I find myself sleeping during the day to make up for lost sleep.	1
I’m having trouble falling asleep at night.	1
I feel like I can’t get comfortable enough to sleep.	1
I keep waking up in the early hours and can’t go back to sleep.	1
I feel like I need more sleep than usual.	1
I wake up feeling just as tired as when I went to bed.	1
I’m not sleeping well, and it’s affecting my mood.	1
I can’t seem to find a sleep routine that works.	1
I feel like my sleep is broken.	1
I sleep but it’s never deep or restorative.	1
I’ve been experiencing a lot of insomnia.	1
I can’t seem to quiet my mind enough to fall asleep.	1
My sleep is very disrupted, and I feel exhausted.	1
I wake up feeling restless and anxious.	1
I feel like I’m awake more than I’m asleep.	1
I often wake up feeling hopeless.	1
I find it hard to relax enough to sleep.	1
I feel drained, even after a long sleep.	1
I’m sleeping in short bursts and feel unrested.	1
I can’t remember the last time I felt well-rested.	1
My nights are filled with tossing and turning.	1
I have trouble getting to sleep and staying asleep.	1
I feel tired and unmotivated all the time.	1
I’ve lost interest in things I used to enjoy, including sleep.	1
I feel like I sleep too much, yet I still feel tired.	1
My sleep feels shallow and restless.	1
I wake up feeling drained and unhappy.	1
I’ve been feeling more fatigued, even after sleeping.	1
I often lay in bed for hours before I fall asleep.	1
I feel like I’m in a constant state of exhaustion.	1
I can’t find a comfortable position to sleep in.	1
I often wake up and feel overwhelmed.	1
My sleep has become a real struggle lately.	1
I find it difficult to fall asleep without medication.	1
I wake up feeling anxious about the day ahead.	1
I feel like I could sleep for days and still be tired.	1
I’m constantly battling with my sleep habits.	1
I wake up multiple times and can’t seem to stay asleep.	1
I feel like my mind is racing, even when I’m tired.	1
I’ve been experiencing frequent bouts of insomnia.	1
I sleep a lot but feel like I never rest.	1
I’m having a hard time distinguishing night from day.	1
I’m often fatigued, even after a long sleep.	1
I have to force myself to sleep, and it’s exhausting.	1
I wake up feeling worse than when I went to bed.	1
I struggle with fatigue all day long.	1
I feel mentally and physically drained.	1
I’m struggling with a lack of energy and motivation.	1
I can’t seem to find a comfortable sleep routine.	1
I often wake up feeling lost.	1
I feel more tired than ever before.	1
My sleep is restless and unsatisfying.	1
I often feel overwhelmed and can’t sleep.	1
I can’t seem to shake this feeling of fatigue.	1
I feel like I’m in a cycle of tiredness.	1
I wake up feeling like I haven’t slept at all.	1
I often feel exhausted even after a full night’s sleep.	1
I’m always exhausted, and sleep doesn’t help.	1
I find myself sleeping excessively during the day.	1
I often have trouble winding down before bed.	1
I feel hopeless and it affects my ability to sleep.	1
My nights are filled with anxiety, which keeps me awake.	1
I’ve lost track of what a good night’s sleep feels like.	1
I wake up frequently, often in a panic.	1
I find it hard to breathe sometimes when I’m trying to sleep.	1
I often feel emotionally drained by the end of the day.	1
I’m often too exhausted to do anything.	1
I’ve been having sleep disturbances for a while now.	1
I can’t seem to relax enough to sleep.	1
I feel tired and lethargic all the time.	1
I feel like I could sleep all day and still feel tired.	1
I often feel trapped in my thoughts when I try to sleep.	1
I’m losing track of my sleeping hours.	1
I find it difficult to switch off my mind at night.	1
I wake up feeling overwhelmed and anxious.	1
My sleep has been very inconsistent lately.	1
I feel like my body is tired, but my mind won’t rest.	1
I feel like I'm in a constant fog.	1
I often feel like I’m not getting the sleep I need.	1
I’m always feeling tired, even after a good night’s sleep.	1
I feel like my sleep pattern is very unstable.	1
I often feel like I’m just existing, not really sleeping.	1
I’ve been feeling more fatigued lately.	1
I wake up in the middle of the night feeling lost.	1
I have trouble focusing during the day because I’m so tired.	1
I struggle with sleep because of my racing thoughts.	1
I feel restless, even when I’m tired.	1
I’ve been sleeping less than I need to.	1
I feel emotionally drained, which makes it hard to sleep.	1
I’m often up late, staring at the ceiling.	1
I sleep too much during the day, but I can’t sleep at night.	1
I feel like my sleep is never deep enough.	1
I wake up and feel empty.	1
I can’t seem to establish a healthy sleep routine.	1
I’m always tired, even after sleeping a lot.	1
I’ve noticed I’m sleeping more, but I still feel awful.	1
I often feel detached from my sleep.	1
I can’t seem to escape this feeling of fatigue.	1
I wake up in the middle of the night, feeling uneasy.	1
I feel like I need more sleep than I’m getting.	1
I’m constantly yawning but can’t seem to sleep.	1
I have trouble falling asleep and it leaves me exhausted.	1
I often wake up feeling anxious and unsettled.	1
I find it hard to find the motivation to get out of bed.	1
I often feel like sleep is just a temporary escape.	1
I’m stuck in a cycle of fatigue and sleep issues.	1
I struggle to find peace at night.	1
I can’t shake this tiredness, no matter how much I sleep.	1
I feel like I’m on autopilot all day, and it’s exhausting.	1
I sleep, but it feels like I’m never fully resting.	1
I wake up feeling heavy and burdened.	1
I’m struggling with fatigue that seems to never end.	1
I feel more mentally exhausted than physically tired.	1
I can’t remember the last time I felt truly rested.	1
I often sleep more during the day, but I feel tired at night.	1
I find it hard to focus because I’m so tired.	1
I feel mentally drained, which affects my sleep.	1
I sleep a lot but wake up feeling worse.	1
I often feel like I’m living in a dream.	1
I can’t relax enough to fall asleep.	1
I wake up and feel like I’ve just closed my eyes.	1
I struggle to find joy in things that used to help me sleep.	1
I often find myself staring at the ceiling, unable to sleep.	1
I feel trapped in a cycle of exhaustion.	1
I often wake up feeling like I didn’t sleep at all.	1
I’ve lost interest in bedtime routines.	1
I feel like my mind won’t shut off, which keeps me awake.	1
I can’t seem to find peace during the night.	1
I sleep far too much, but it doesn’t feel restorative.	1
I often feel heavy and anxious before bed.	1
I can’t seem to catch a break when it comes to sleep.	1
I feel mentally fatigued and it makes sleep difficult.	1
I find myself sleeping through the day but struggling at night.	1
I can’t escape the feeling of tiredness.	1
I sleep with difficulty, and it affects my entire day.	1
I often feel like my sleep is unfulfilling.	1
I’m caught in a pattern of poor sleep and exhaustion.	1
I often feel like I’m living in a haze.	1
I wake up and can’t shake the feeling of despair.	1
I feel like I’m just sleeping to escape reality.	1
I find myself in a constant state of tiredness.	1
I sleep too much but feel like I’m missing something.	1
I feel emotionally drained and it affects my sleep.	1
I can’t seem to shake this feeling of fatigue.	1
I wake up feeling like I didn’t sleep at all.	1
I feel overwhelmed, which makes it hard to sleep.	1
I sleep for hours but it never feels enough.	1
I feel exhausted by the end of the day, but still can’t sleep.	1
I struggle to find comfort at night.	1
I find it hard to settle down and fall asleep.	1
I often feel emotionally heavy, which affects my sleep.	1
I feel like I’m missing out on restful sleep.	1
I can’t seem to escape this constant fatigue.	1
I wake up in the morning feeling defeated.	1
I find it hard to engage with life because I’m so tired.	1
I often wake up feeling confused and tired.	1
I sleep too much during the day to compensate for the night.	1
I feel like I’m struggling to get through each day.	1
I have a hard time finding motivation because of how tired I feel.	1
I feel trapped in my own mind when trying to sleep.	1
I sleep, but I never feel refreshed.	1
I often have a hard time getting comfortable enough to sleep.	1
I wake up multiple times and feel disoriented.	1
I feel mentally exhausted and it reflects in my sleep.	1
I find myself sleeping far too much, but still feel tired.	1
I can’t seem to enjoy sleep, it feels like a burden.	1
I feel like I’m always on the verge of falling asleep.	1
I wake up too many times to count during the night.	1
I struggle with feeling hopeless when trying to sleep.	1
I feel trapped in a cycle of fatigue and sleep issues.	1
I can’t seem to escape this exhaustion.	1
I sleep for long hours but feel no relief.	1
I often feel disconnected from my sleep.	1
I feel like I’m in a fog when I wake up.	1
I struggle to find joy in sleeping anymore.	1
I wake up feeling anxious and tired.	1
I find it hard to sleep peacefully.	1
I feel like I’m fighting against my own body to sleep.	1
I wake up feeling drained and defeated.	1
I struggle to find the motivation to get out of bed each day.	1
I sleep irregularly, which makes me feel worse.	1
I feel like I can’t catch a break with my sleep.	1
I often feel mentally drained and can’t find peace.	1
I sleep more during the day, but I’m still tired at night.	1
I feel like I’m missing out on restful sleep.	1
I wake up in a fog and struggle to start my day.	1
I find myself feeling overwhelmed when trying to sleep.	1
I often wake up in the middle of the night, feeling anxious.	1
I struggle with a constant feeling of fatigue.	1
I feel detached from my sleep, like it’s not helping.	1
I feel like my sleep isn’t restorative anymore.	1
I often feel like I’m in a dream when I wake up.	1
I feel trapped in my own thoughts at night.	1
I have difficulty falling asleep, and it leaves me drained.	1
I wake up multiple times and can’t remember my dreams.	1
I find it hard to enjoy sleep when I’m feeling this way.	1
I often wake up feeling overwhelmed and exhausted.	1
I feel like I’m in a cycle of tiredness and hopelessness.	1
I can’t seem to shake off this feeling of fatigue.	1
I struggle to find the will to go to bed.	1
I feel disconnected from my sleep and my feelings.	1
I wake up feeling heavy and burdened.	1
I find it hard to relax and fall asleep.	1
I often wake up feeling empty and lost.	1
I feel like I’m losing track of time with my sleep.	1
I struggle to find comfort in sleep.	1
I often wake up feeling confused about my emotions.	1
I sleep but it doesn’t feel fulfilling.	1
I feel like I’m in a constant battle with sleep.	1
I often wake up feeling even more tired than before.	1
I feel drained, but I can’t sleep properly.	1
I can’t remember the last time I felt rested.	1
I often feel like I’m just going through the motions.	1
I find it hard to stay awake during the day.	1
I feel mentally and physically exhausted.	1
I often struggle to find the motivation to sleep.	1
I feel trapped in a never-ending cycle of tiredness.	1
I often wake up feeling sad and tired.	1
I sleep a lot but still don’t feel good.	1
I find it hard to relax enough to fall asleep.	1
I feel mentally drained and can’t sleep.	1
I often wake up feeling lost and confused.	1
I feel disconnected from my sleep and dreams.	1
I struggle with my sleep because of my emotions.	1
I feel exhausted, and sleep doesn’t seem to help.	1
I often wake up feeling heavy-hearted.	1
I can’t shake off this feeling of hopelessness at night.	1
I find myself unable to sleep when I need it the most.	1
I feel like sleep is a constant struggle for me.	1
I often feel like I’m living in a dream.	1
I find it hard to engage with my life because I’m so tired.	1
I wake up feeling overwhelmed by everything.	1
I struggle to remember what a good night’s sleep feels like.	1
I feel like I’m always fighting against my own fatigue.	1
I often feel like I can’t escape my thoughts at night.	1
I feel like my sleep is just an escape from my reality.	1
I wake up feeling defeated, no matter how much I sleep.	1
I often feel trapped in my own mind at night.	1
I struggle to feel rested, even after long sleep.	1
I feel like I’m missing out on a good night’s sleep.	1
I often wake up feeling emotionally drained.	1
I can’t shake off this feeling of heaviness.	1
I feel exhausted, yet my mind races at night.	1
I often feel overwhelmed by my emotions, which disrupts my sleep.	1
I find it hard to cope with my feelings when I’m trying to sleep.	1
I often wake up feeling sad and tired.	1
I can’t seem to find a healthy sleep routine.	1
I feel trapped in my exhaustion.	1
I sleep too much during the day and struggle at night.	1
I often feel lost in my thoughts when I try to sleep.	1
I find it hard to relax my mind enough to sleep.	1
I often feel like I’m just going through the motions.	1
I struggle with my emotions, which affects my sleep.	1
I feel disconnected from my sleep experience.	1
I wake up feeling like I haven’t slept at all.	1
I can’t escape this feeling of being drained.	1
I feel like sleep is a constant source of frustration.	1
I find it hard to keep my eyes open during the day.	1
I often wake up feeling more tired than before.	1
I feel like I’m trapped in a never-ending cycle of exhaustion.	1
I sleep, but I’m never really rested.	1
I feel like I’m in a fog when I wake up.	1
I often find it difficult to calm my mind before bed.	1
I feel mentally exhausted, which disrupts my sleep.	1
I wake up feeling lost and out of sorts.	1
I often find myself staring at the ceiling instead of sleeping.	1
I feel like I’m constantly on the verge of falling asleep.	1
I wake up in the middle of the night and can’t get back to sleep.	1
I often struggle with feeling empty and tired.	1
I sleep a lot, but I never feel refreshed.	1
I feel like I’m living in a haze of exhaustion.	1
I often wake up feeling heavy and burdened.	1
I struggle to find joy in things that used to help me sleep.	1
I feel trapped in my own mind, which keeps me awake.	1
I often feel emotionally drained and exhausted.	1
I find it hard to engage with life when I’m this tired.	1
I wake up feeling anxious and overwhelmed.	1
I often find it hard to focus on anything when I’m tired.	1
I feel mentally and physically drained all the time.	1
I wake up feeling like I’ve barely slept.	1
I struggle with fatigue that seems unending.	1
I often feel like I’m in a never-ending battle with sleep.	1
I find it hard to relax enough to fall asleep.	1
I feel like I’m losing track of time with my sleep.	1
I sleep a lot, but it feels like a burden.	1
I often wake up feeling confused about my emotions.	1
I find it hard to stay engaged with life because I’m so tired.	1
I wake up feeling exhausted, no matter how much I sleep.	1
I feel mentally drained, and it reflects in my sleep.	1
I often find myself staring at the ceiling, unable to sleep.	1
I can’t seem to find comfort in sleep anymore.	1
I often feel like I’m just existing, not really sleeping.	1
I feel heavy and burdened, which affects my sleep.	1
I often wake up feeling lost and tired.	1
I struggle with a lack of motivation and energy.	1
I find it hard to find comfort at night.	1
I often feel detached from my emotions, which affects my sleep.	1
I feel like my sleep is unfulfilling.	1
I often wake up feeling sad and tired.	1
I sleep far too much, but it never feels enough.	1
I can’t escape this feeling of hopelessness.	1
I wake up and feel heavy and lost.	1
I feel like I’m in a fog when I wake up.	1
I often find it hard to relax my mind enough to sleep.	1
I feel mentally exhausted and it affects my sleep.	1
I often struggle to feel rested, even after long sleep.	1
I can’t remember the last time I felt truly rested.	1
I feel emotionally drained and it disrupts my sleep.	1
I often wake up feeling empty and lost.	1
I find it hard to engage with life because I’m so tired.	1
I struggle to cope with my emotions when I’m trying to sleep.	1
I feel exhausted and unable to find peace in sleep.	1
I wake up feeling overwhelmed and anxious.	1
I often find myself unable to sleep when I need it the most.	1
I struggle to find the will to go to bed.	1
I feel like sleep is a constant struggle for me.	1
I often feel trapped in my own mind.	1
I wake up in the middle of the night, feeling lost.	1
I can’t shake off this feeling of heaviness.	1
I often feel like I’m in a constant battle with my sleep.	1
I struggle to find motivation when I’m feeling this way.	1
I often feel overwhelmed by my emotions at night.	1
I find it hard to cope with my feelings when I’m trying to sleep.	1
I feel like I’m losing track of time with my sleep.	1
I wake up feeling heavy and burdened.	1
I often feel emotionally drained and exhausted.	1
I can’t shake off this feeling of fatigue.	1
I wake up feeling like I’ve barely slept.	1
I feel mentally drained and can’t seem to find peace.	1
I often wake up feeling sad and unmotivated.	1
I sleep far too much, but it doesn’t feel restorative.	1
I often feel lost and confused when I wake up.	1
I can’t seem to escape this exhaustion.	1
I feel like I’m always fighting against my own fatigue.	1
I often find it hard to relax enough to sleep.	1
I struggle to find comfort in sleep.	1
I often wake up feeling heavy-hearted.	1
I find it hard to engage with my life when I’m so tired.	1
I sleep a lot but still feel drained.	1
I feel like sleep is a constant source of frustration.	1
I often feel detached from my sleep experience.	1
I wake up feeling lost and out of sorts.	1
I often find it hard to relax and fall asleep.	1
I struggle with my emotions, which disrupts my sleep.	1
I feel like I’m always on the verge of falling asleep.	1
I wake up feeling anxious and overwhelmed.	1
I often find it hard to focus when I’m tired.	1
I feel mentally and physically drained.	1
I often wake up feeling even more tired than before.	1
I feel like I’m stuck in a never-ending cycle of tiredness.	1
I sleep, but it never feels restorative.	1
I often find it hard to stay engaged with life because I’m so tired.	1
I wake up feeling confused and disoriented.	1
I struggle to find the will to get out of bed each day.	1
I often feel like I can’t escape my thoughts at night.	1
I feel like my sleep isn’t helping me recharge.	1
I wake up feeling like I’ve barely slept.	1
I can’t shake off this feeling of exhaustion.	1
I find it hard to relax and unwind.	1
I often feel lost and confused when I wake up.	1
I struggle to find joy in sleep when I’m feeling this way.	1
I wake up feeling drained and defeated.	1
I find it hard to keep my eyes open during the day.	1
I feel trapped in a cycle of fatigue and hopelessness.	1
I often wake up feeling like I’m missing out on rest.	1
I feel like I’m losing track of time with my sleep.	1
I can’t shake off this feeling of fatigue.	1
I often wake up feeling empty and sad.	1
I sleep a lot, but it feels like it’s never enough.	1
I find it hard to relax enough to fall asleep.	1
I wake up feeling overwhelmed and lost.	1
I often feel like I’m just existing, not really living.	1
I struggle to cope with my emotions, which affects my sleep.	1
I feel mentally drained, and it’s making sleep difficult.	1
I often wake up feeling heavy and burdened.	1
I sleep too much but still feel tired and unmotivated.	1
I often wake up in the middle of the night, unable to sleep.	1
I find it hard to engage with life when I’m feeling this way.	1
I often feel trapped in my own thoughts at night.	1
I feel like I’m stuck in a cycle of tiredness.	1
I often find it hard to remember my dreams.	1
I sleep for long hours but never feel truly rested.	1
I feel exhausted, yet I can’t find peace at night.	1
I often wake up feeling lost and confused.	1
I struggle to find comfort at night.	1
I feel like I’m losing track of time with my sleep.	1
I can’t escape this feeling of fatigue.	1
I often feel emotionally drained and unable to sleep.	1
I find it hard to relax and unwind enough to sleep.	1
I often wake up feeling like I’ve just closed my eyes.	1
I struggle to engage with life because I’m so tired.	1
I wake up feeling mentally and physically exhausted.	1
I feel like sleep is a constant source of frustration.	1
I often wake up feeling heavy-hearted.	1
I feel like I’m in a fog when I wake up.	1
I often find myself staring at the ceiling, unable to sleep.	1
I sleep a lot, but I never feel truly refreshed.	1
I often feel like I’m trapped in my own mind.	1
I often wake up feeling sad and drained.	1
I struggle to cope with my feelings, which disrupts my sleep.	1
I feel mentally drained, which affects my sleep.	1
I can’t shake off this feeling of hopelessness.	1
I feel lost and confused when I wake up.	1
I often find it hard to relax my mind enough to sleep.	1
I wake up feeling anxious and overwhelmed.	1
I feel trapped in my exhaustion.	1
I often find it hard to engage with life when I’m this tired.	1
I feel like sleep is just an escape from reality.	1
I often struggle with feeling empty and tired.	1
I often feel overwhelmed by my emotions at night.	1
I find it hard to cope with my feelings when I’m trying to sleep.	1
I often wake up feeling even more tired than before.	1
I feel like I’m losing track of time with my sleep.	1
I struggle to find joy in things that used to help me sleep.	1
I often feel mentally and physically drained.	1
I feel disconnected from my sleep and my feelings.	1
I often find it hard to relax enough to fall asleep.	1
I feel trapped in my own thoughts, which keeps me awake.	1
I can’t escape this feeling of tiredness.	1
I often wake up feeling heavy and confused.	1
I feel exhausted, yet my mind races at night.	1
I often struggle to remember what a good night’s sleep feels like.	1
I find it hard to relax and unwind before bed.	1
I often feel like I’m just going through the motions.	1
I sleep too much, but it doesn’t feel restorative.	1
I often wake up feeling emotionally drained and lost.	1
I feel like sleep is a constant source of frustration.	1
I often find myself unable to escape my thoughts at night.	1
I feel trapped in my own mind when trying to sleep.	1
I wake up feeling overwhelmed and anxious.	1
I struggle to find the will to get out of bed each day.	1
I sleep a lot, but it feels like a burden.	1
I often feel heavy and burdened when I wake up.	1
I find it hard to keep my eyes open during the day.	1
I feel disconnected from my sleep experience.	1
I often wake up feeling lost and confused.	1
I feel like I’m missing out on restful sleep.	1
I often find it hard to stay awake during the day.	1
I often feel overwhelmed by my emotions, which disrupts my sleep.	1
I struggle to find comfort in sleep.	1
I wake up feeling like I’ve just closed my eyes.	1
I feel mentally drained, and it’s affecting my sleep.	1
I often feel emotionally drained and confused.	1
I often wake up feeling like I’m just going through the motions.	1
I sleep for long hours but still feel exhausted.	1
I can’t shake off this feeling of heaviness.	1
I often feel trapped in my own thoughts.	1
I wake up feeling empty and lost.	1
I often struggle to find joy in things that used to help me sleep.	1
I sleep too much but never feel truly refreshed.	1
I can’t seem to escape this exhaustion.	1
I often wake up feeling confused about my emotions.	1
I feel like I’m losing track of time with my sleep.	1
I feel overwhelmed by my fatigue.	1
I often find it hard to relax and unwind.	1
I wake up feeling anxious and overwhelmed.	1
I often struggle to feel rested, even after long sleep.	1
I often wake up feeling even more tired than before.	1
I struggle to cope with my emotions when I’m trying to sleep.	1
I feel like sleep is a constant source of frustration.	1
I often feel trapped in a cycle of fatigue and hopelessness.	1
I can’t shake off this feeling of fatigue.	1
I often feel like I’m living in a dream.	1
I feel mentally and physically drained all the time.	1
I struggle to find comfort in sleep.	1
I wake up feeling lost and confused.	1
I often feel disconnected from my sleep and dreams.	1
I feel trapped in my exhaustion.	1
I often wake up feeling like I’ve just closed my eyes.	1
I often feel like I’m just going through the motions.	1
I struggle to find motivation when I’m feeling this way.	1
I wake up feeling anxious and overwhelmed.	1
I often find it hard to engage with life because I’m so tired.	1
I sleep a lot but still feel tired and unmotivated.	1
I find it hard to relax and unwind before bed.	1
I often wake up feeling emotionally drained and heavy.	1
I feel like I’m always fighting against my own fatigue.	1
I wake up feeling exhausted, no matter how much I sleep.	1
I can’t shake off this feeling of hopelessness.	1
I feel like I’m losing track of time with my sleep.	1
I often struggle with my emotions, which affects my sleep.	1
I find it hard to cope with my feelings when I’m trying to sleep.	1
I often wake up feeling sad and unmotivated.	1
I feel trapped in a cycle of fatigue and hopelessness.	1
I feel disconnected from my sleep experience.	1
I often wake up feeling lost and drained.	1
I struggle to find joy in sleeping anymore.	1
I sleep a lot but still feel unfulfilled.	1
I find it hard to engage with my life when I’m feeling this way.	1
I often feel like I’m just existing, not really living.	1
I feel mentally exhausted and it affects my sleep.	1
I often find it hard to relax enough to fall asleep.	1
I can’t shake off this feeling of heaviness.	1
I wake up feeling anxious and confused.	1
I often feel overwhelmed and drained.	1
I struggle with my sleep because of my emotions.	1
I feel like sleep is just an escape from reality.	1
I often feel disconnected from my sleep experience.	1
I often wake up feeling even more tired than before.	1
I feel like I’m losing track of time with my sleep.	1
I sleep too much, but it never feels enough.	1
I often wake up feeling heavy and burdened.	1
I struggle to find comfort at night.	1
I often feel like I’m living in a dream.	1
I find it hard to engage with life when I’m feeling this way.	1
I wake up feeling exhausted, no matter how much I sleep.	1
I feel trapped in my exhaustion.	1
I feel like I’m in a fog when I wake up.	1
I often struggle to remember what a good night’s sleep feels like.	1
I often feel heavy and burdened when I wake up.	1
I find it hard to relax and unwind before bed.	1
I feel overwhelmed by my fatigue.	1
I often wake up feeling like I’m missing out on restful sleep.	1
I can’t escape this feeling of being drained.	1
I wake up feeling anxious and confused.	1
I often feel trapped in my own thoughts.	1
I often feel like I’m just going through the motions.	1
I find it hard to engage with my life when I’m feeling this way.	1
I struggle with my sleep because of my emotions.	1
I often feel heavy-hearted and confused.	1
I sleep a lot but still feel exhausted and unmotivated.	1
I wake up feeling lost and drained.	1
I feel mentally drained, which affects my sleep.	1
I often feel like I’m in a fog when I wake up.	1
I often find it hard to relax enough to fall asleep.	1
I can’t shake off this feeling of hopelessness.	1
I often feel trapped in a cycle of fatigue and hopelessness.	1
I often wake up feeling like I’ve just closed my eyes.	1
I feel like I’m missing out on restful sleep.	1
I sleep far too much, but it never feels restorative.	1
I struggle to find joy in sleeping anymore.	1
I often wake up feeling sad and unmotivated.	1
I often feel lost and confused when I wake up.	1
I wake up feeling overwhelmed and anxious.	1
I feel mentally drained and unable to cope.	1
I often find it hard to engage with life because I’m so tired.	1
I feel like I’m in a fog when I wake up.	1
I sleep a lot, but it feels like it’s never enough.	1
I feel trapped in my exhaustion.	1
I wake up feeling emotionally drained and lost.	1
I can’t escape this feeling of being drained.	1
I find it hard to keep my eyes open during the day.	1
I often feel like I’m just existing, not really sleeping.	1
I wake up feeling lost and overwhelmed.	1
I struggle with my sleep because of my emotions.	1
I feel like sleep is a constant struggle for me.	1
I can’t shake off this feeling of hopelessness.	1
I feel mentally exhausted and it affects my sleep.	1
I often feel heavy-hearted and confused.	1
I often wake up feeling sad and tired.	1
I sleep far too much, but it never feels restorative.	1
I feel lost and disconnected when I wake up.	1
I often feel overwhelmed and drained.	1
I struggle to find comfort in sleep.	1
I often feel like I’m in a fog when I wake up.	1
I feel exhausted, yet my mind races at night.	1
I often find it hard to relax and unwind before bed.	1
I can’t escape this feeling of hopelessness.	1
I feel like sleep is just an escape from reality.	1
I struggle to find joy in sleeping anymore.	1
I often wake up feeling heavy and lost.	1
I feel mentally and physically drained all the time.	1
I often find it hard to relax enough to fall asleep.	1
I feel disconnected from my sleep experience.	1
I often wake up feeling empty and unfulfilled.	1
I can’t shake off this feeling of fatigue.	1
I often feel lost and confused when I wake up.	1
I struggle to find comfort at night.	1
I sleep too much but still feel tired and unmotivated.	1
I feel like I’m in a fog when I wake up.	1
I often find it hard to engage with life because I’m so tired.	1
I feel trapped in my exhaustion.	1
I often wake up feeling sad and unmotivated.	1
I can’t escape this feeling of being drained.	1
I struggle with my sleep because of my emotions.	1
I feel mentally drained, which affects my sleep.	1
I often feel disconnected from my sleep experience.	1
I wake up feeling anxious and overwhelmed.	1
I often find it hard to remember my dreams.	1
I feel lost and overwhelmed when I wake up.	1
I often feel heavy-hearted and confused.	1
I sleep a lot but still feel unfulfilled.	1
I often struggle to find joy in sleep.	1
I often feel overwhelmed and drained.	1
I can’t escape this feeling of hopelessness.	1
I often wake up feeling heavy and burdened.	1
I feel trapped in my exhaustion.	1
I often wake up feeling confused and disoriented.	1
I feel like I’m losing track of time with my sleep.	1
I sleep for long hours but never feel truly rested.	1
I feel mentally and physically drained all the time.	1
I struggle to cope with my feelings, which disrupts my sleep.	1
I often feel like I’m just going through the motions.	1
I feel overwhelmed by my fatigue.	1
I often wake up feeling emotionally drained and confused.	1
I sleep too much, but it doesn’t feel restorative.	1
I can’t shake off this feeling of hopelessness.	1
I often feel like I’m losing track of time with my sleep.	1
I wake up feeling like I’ve just closed my eyes.	1
I often struggle with my sleep because of my emotions.	1
I feel like sleep is a constant source of frustration.	1
I often wake up feeling lost and confused.	1
I feel trapped in my exhaustion.	1
I feel heavy and burdened, which affects my sleep.	1
I struggle to engage with life when I’m feeling this way.	1
I wake up feeling anxious and overwhelmed.	1
I can’t shake off this feeling of tiredness.	1
I often feel overwhelmed by my emotions at night.	1
